ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region,year,month,month_name
TCKT_084611,2023-11-03 05:35:40,CUST_07068,individual,web_form,api_integration,billing_problem,high,on_hold,gold,29.91,0,negative,2,1,android,APAC,2023,11,November
TCKT_061770,2025-01-01 12:42:27,CUST_04480,non_profit,in_app,mobile_app,billing_problem,medium,open,gold,29.91,0,very_negative,0,0,desktop_app,EU,2025,1,January
TCKT_032261,2025-01-12 23:44:58,CUST_05335,education,email,api_integration,billing_problem,low,open,gold,29.91,0,neutral,4,0,android,LATAM,2025,1,January
TCKT_082200,2024-02-14 05:24:29,CUST_05049,non_profit,in_app,billing,billing_problem,high,on_hold,standard,29.91,0,negative,2,0,api_client,APAC,2024,2,February
TCKT_036291,2024-04-20 03:55:01,CUST_02016,education,web_form,billing,billing_problem,low,resolved,gold,39.68,0,negative,3,0,ios,LATAM,2024,4,April
TCKT_078450,2023-09-17 01:05:08,CUST_05443,small_business,phone_transcript,billing,billing_problem,high,resolved,standard,22.81,0,negative,3,1,api_client,APAC,2023,9,September
TCKT_060056,2022-03-20 17:46:56,CUST_09122,enterprise,phone_transcript,notifications,other,medium,on_hold,standard,29.91,0,neutral,3,0,api_client,MEA,2022,3,March
TCKT_045949,2025-11-07 03:59:29,CUST_02122,education,email,billing,billing_problem,medium,closed_no_action,standard,26.25,0,negative,0,1,ios,Unknown,2025,11,November
TCKT_028178,2025-09-17 02:22:48,CUST_06771,enterprise,chat,analytics_dashboard,performance,low,on_hold,standard,29.91,0,negative,0,0,api_client,Unknown,2025,9,September
TCKT_084464,2023-02-11 01:19:01,CUST_02601,enterprise,chat,api_integration,security_concern,low,resolved,gold,32.52,0,neutral,0,0,desktop_app,APAC,2023,2,February
TCKT_000579,2025-10-26 20:14:33,CUST_05177,education,email,mobile_app,billing_problem,medium,in_progress,gold,29.91,0,neutral,0,1,ios,LATAM,2025,10,October
TCKT_030960,2022-12-29 14:05:49,CUST_01597,non_profit,in_app,mobile_app,account_access,low,in_progress,standard,29.91,0,very_negative,2,0,android,MEA,2022,12,December
TCKT_064291,2025-12-01 17:54:51,CUST_09487,non_profit,email,analytics_dashboard,performance,medium,resolved,standard,7.3,0,positive,0,0,api_client,APAC,2025,12,December
TCKT_014532,2022-11-18 19:46:29,CUST_04028,education,phone_transcript,api_integration,billing_problem,medium,closed_no_action,gold,120.64,0,very_negative,1,0,desktop_app,MEA,2022,11,November
TCKT_017934,2022-11-03 21:04:13,CUST_02734,enterprise,web_form,data_export,feature_request,low,resolved,gold,40.24,0,neutral,3,0,desktop_app,APAC,2022,11,November
TCKT_033609,2025-09-22 06:31:27,CUST_01307,enterprise,phone_transcript,api_integration,performance,high,resolved,standard,2.22,1,very_negative,2,0,desktop_app,EU,2025,9,September
TCKT_049960,2025-06-10 01:35:54,CUST_03784,small_business,in_app,billing,billing_problem,high,open,gold,29.91,0,negative,3,1,api_client,LATAM,2025,6,June
TCKT_066599,2023-07-03 02:41:12,CUST_04813,individual,in_app,login_auth,feature_request,medium,in_progress,standard,29.91,0,neutral,3,0,api_client,EU,2023,7,July
TCKT_099090,2024-05-05 16:08:07,CUST_00546,individual,chat,login_auth,security_concern,urgent,in_progress,standard,29.91,0,neutral,3,0,ios,APAC,2024,5,May
TCKT_034452,2024-12-10 13:13:17,CUST_02425,non_profit,phone_transcript,data_export,billing_problem,high,in_progress,standard,29.91,0,negative,3,1,api_client,Unknown,2024,12,December
TCKT_034081,2024-02-12 14:16:43,CUST_04458,small_business,email,notifications,billing_problem,medium,open,standard,29.91,0,negative,0,0,android,LATAM,2024,2,February
TCKT_063588,2024-02-07 21:40:03,CUST_09372,small_business,phone_transcript,analytics_dashboard,security_concern,medium,on_hold,platinum,29.91,0,neutral,3,0,api_client,Unknown,2024,2,February
TCKT_004294,2024-05-22 14:35:43,CUST_04018,non_profit,chat,notifications,billing_problem,medium,resolved,gold,16.26,1,very_negative,1,0,desktop_app,EU,2024,5,May
TCKT_069103,2022-04-09 17:28:14,CUST_00602,individual,email,data_export,billing_problem,low,resolved,platinum,19.18,0,very_negative,2,0,desktop_app,LATAM,2022,4,April
TCKT_086412,2025-12-17 03:26:52,CUST_08234,education,phone_transcript,billing,other,high,resolved,standard,9.35,1,positive,0,0,api_client,EU,2025,12,December
TCKT_099477,2022-03-10 14:33:27,CUST_04957,non_profit,web_form,notifications,security_concern,low,closed_no_action,standard,45.2,0,very_negative,0,0,web,EU,2022,3,March
TCKT_053930,2024-12-24 01:56:17,CUST_08258,enterprise,in_app,mobile_app,feature_request,high,on_hold,standard,29.91,0,very_positive,5,1,web,LATAM,2024,12,December
TCKT_087071,2025-01-22 19:44:02,CUST_02718,small_business,email,notifications,how_to,high,on_hold,gold,29.91,0,negative,3,0,android,Unknown,2025,1,January
TCKT_065084,2022-01-21 13:37:26,CUST_02534,enterprise,web_form,mobile_app,other,high,open,gold,29.91,0,very_positive,5,1,desktop_app,MEA,2022,1,January
TCKT_030713,2022-06-14 19:10:40,CUST_02545,individual,in_app,notifications,billing_problem,high,resolved,standard,23.09,0,very_negative,1,0,api_client,MEA,2022,6,June
TCKT_049183,2023-06-17 17:13:19,CUST_02712,non_profit,chat,login_auth,security_concern,low,resolved,standard,53.64,0,negative,3,0,web,MEA,2023,6,June
TCKT_057235,2023-02-12 08:04:09,CUST_07388,non_profit,web_form,data_export,other,high,resolved,gold,9.31,0,positive,0,0,desktop_app,Unknown,2023,2,February
TCKT_015664,2023-02-19 09:02:44,CUST_05815,small_business,phone_transcript,notifications,billing_problem,low,closed_no_action,standard,173.49,0,positive,0,0,api_client,APAC,2023,2,February
TCKT_019967,2025-08-05 21:27:41,CUST_08018,small_business,web_form,analytics_dashboard,account_access,low,open,platinum,29.91,0,neutral,4,0,desktop_app,LATAM,2025,8,August
TCKT_091913,2023-07-09 15:47:31,CUST_05151,enterprise,web_form,notifications,how_to,low,resolved,platinum,31.9,0,negative,0,1,web,MEA,2023,7,July
TCKT_091958,2025-04-16 10:40:30,CUST_03258,enterprise,email,api_integration,performance,low,open,gold,29.91,0,negative,3,0,web,LATAM,2025,4,April
TCKT_081347,2022-04-05 08:02:45,CUST_00800,small_business,web_form,mobile_app,security_concern,medium,in_progress,gold,29.91,0,negative,3,0,api_client,APAC,2022,4,April
TCKT_055326,2024-09-26 20:36:28,CUST_08432,non_profit,web_form,notifications,feature_request,high,in_progress,standard,29.91,0,very_negative,1,1,ios,MEA,2024,9,September
TCKT_029858,2025-06-14 04:28:46,CUST_04385,enterprise,phone_transcript,login_auth,security_concern,low,in_progress,standard,29.91,0,very_negative,1,0,android,EU,2025,6,June
TCKT_071223,2022-08-24 03:47:46,CUST_00182,education,email,data_export,account_access,medium,resolved,standard,26.32,0,very_negative,1,0,desktop_app,EU,2022,8,August
TCKT_052459,2022-02-07 04:57:00,CUST_01866,education,web_form,data_export,security_concern,medium,resolved,platinum,20.97,0,negative,2,0,android,EU,2022,2,February
TCKT_088346,2024-09-27 08:46:33,CUST_04861,non_profit,email,data_export,feature_request,high,resolved,gold,7.37,0,negative,3,0,api_client,Unknown,2024,9,September
TCKT_082364,2023-02-04 00:55:09,CUST_04052,small_business,chat,mobile_app,bug,high,on_hold,gold,29.91,0,negative,3,0,ios,LATAM,2023,2,February
TCKT_065350,2024-04-17 02:27:27,CUST_04723,enterprise,phone_transcript,login_auth,bug,low,resolved,gold,14.1,0,positive,4,0,android,EU,2024,4,April
TCKT_059650,2022-02-17 14:29:29,CUST_05787,small_business,web_form,billing,bug,low,resolved,standard,42.04,0,neutral,0,1,android,LATAM,2022,2,February
TCKT_044953,2023-11-05 00:12:10,CUST_07870,small_business,in_app,notifications,bug,high,resolved,standard,5.96,0,negative,0,0,android,Unknown,2023,11,November
TCKT_039526,2023-05-11 04:23:05,CUST_06908,enterprise,email,notifications,bug,low,in_progress,standard,29.91,0,neutral,3,0,ios,APAC,2023,5,May
TCKT_013936,2022-04-25 17:40:18,CUST_03283,small_business,in_app,login_auth,how_to,low,open,standard,29.91,0,very_positive,5,0,web,EU,2022,4,April
TCKT_093781,2024-11-07 04:50:09,CUST_09354,non_profit,chat,login_auth,performance,urgent,resolved,standard,4.77,0,very_negative,2,0,api_client,MEA,2024,11,November
TCKT_089885,2024-12-16 10:44:21,CUST_07706,small_business,in_app,login_auth,other,high,open,platinum,29.91,0,negative,2,0,android,LATAM,2024,12,December
TCKT_081144,2023-09-27 19:30:33,CUST_08671,individual,phone_transcript,billing,bug,high,resolved,gold,20.2,0,negative,3,1,web,APAC,2023,9,September
TCKT_095800,2025-09-22 17:09:15,CUST_04440,education,web_form,notifications,security_concern,high,open,gold,29.91,0,neutral,0,0,desktop_app,LATAM,2025,9,September
TCKT_089405,2023-06-10 01:06:29,CUST_01238,enterprise,in_app,notifications,security_concern,urgent,on_hold,gold,29.91,0,very_negative,2,1,ios,Unknown,2023,6,June
TCKT_055224,2023-02-26 19:01:28,CUST_05451,small_business,in_app,api_integration,security_concern,low,on_hold,standard,29.91,0,negative,2,0,web,APAC,2023,2,February
TCKT_073646,2023-11-26 02:38:50,CUST_04353,non_profit,phone_transcript,data_export,performance,medium,closed_no_action,standard,193.02,0,neutral,0,0,web,EU,2023,11,November
TCKT_066294,2025-10-23 05:36:18,CUST_03287,individual,email,analytics_dashboard,how_to,medium,in_progress,standard,29.91,0,very_positive,5,1,web,EU,2025,10,October
TCKT_065540,2022-04-20 01:30:57,CUST_09308,individual,email,api_integration,bug,medium,resolved,standard,20.04,0,very_positive,5,0,android,Unknown,2022,4,April
TCKT_028111,2024-05-07 19:48:56,CUST_05057,individual,chat,notifications,how_to,high,resolved,gold,13.28,0,negative,0,0,ios,LATAM,2024,5,May
TCKT_041929,2024-03-21 16:55:53,CUST_06685,enterprise,chat,billing,performance,high,on_hold,standard,29.91,0,very_negative,1,0,desktop_app,LATAM,2024,3,March
TCKT_086547,2022-11-01 06:02:59,CUST_08989,non_profit,email,billing,billing_problem,medium,open,standard,29.91,0,very_negative,2,0,desktop_app,APAC,2022,11,November
TCKT_082586,2023-12-07 10:39:03,CUST_01116,education,email,billing,billing_problem,urgent,resolved,platinum,4.68,0,very_negative,1,0,desktop_app,EU,2023,12,December
TCKT_038604,2022-05-02 09:36:09,CUST_03395,individual,web_form,mobile_app,billing_problem,medium,resolved,platinum,6.76,0,neutral,0,1,web,APAC,2022,5,May
TCKT_091658,2025-06-11 05:53:31,CUST_04019,enterprise,web_form,billing,feature_request,medium,resolved,standard,38.29,0,very_negative,1,0,api_client,Unknown,2025,6,June
TCKT_062787,2022-12-05 15:34:12,CUST_03177,small_business,web_form,billing,other,low,resolved,gold,21.68,0,neutral,0,1,web,LATAM,2022,12,December
TCKT_084341,2022-03-06 05:29:46,CUST_04377,enterprise,phone_transcript,billing,performance,low,in_progress,standard,29.91,0,neutral,3,1,ios,EU,2022,3,March
TCKT_039875,2023-08-01 13:34:06,CUST_05582,education,chat,api_integration,billing_problem,medium,resolved,standard,39.83,0,neutral,4,0,android,EU,2023,8,August
TCKT_078469,2022-07-30 05:11:51,CUST_04528,enterprise,web_form,notifications,bug,medium,in_progress,standard,29.91,0,very_negative,0,0,api_client,APAC,2022,7,July
TCKT_031632,2022-02-28 18:08:37,CUST_04305,small_business,web_form,api_integration,performance,low,resolved,gold,8.33,0,neutral,0,0,ios,APAC,2022,2,February
TCKT_014953,2025-06-13 18:07:18,CUST_04105,education,web_form,mobile_app,bug,low,in_progress,platinum,29.91,0,neutral,0,0,desktop_app,EU,2025,6,June
TCKT_039332,2024-11-08 12:06:45,CUST_01759,education,phone_transcript,api_integration,billing_problem,low,resolved,standard,31.9,0,very_negative,2,0,ios,Unknown,2024,11,November
TCKT_048588,2022-11-17 02:48:05,CUST_01037,small_business,in_app,mobile_app,security_concern,low,on_hold,standard,29.91,0,negative,2,0,desktop_app,APAC,2022,11,November
TCKT_083595,2022-03-10 04:04:02,CUST_01521,enterprise,web_form,api_integration,security_concern,medium,resolved,gold,31.64,0,neutral,3,0,desktop_app,APAC,2022,3,March
TCKT_041488,2024-11-06 02:58:37,CUST_07265,non_profit,in_app,billing,performance,medium,in_progress,platinum,29.91,0,very_negative,0,0,ios,MEA,2024,11,November
TCKT_039628,2023-03-27 14:38:31,CUST_03352,education,in_app,analytics_dashboard,other,low,resolved,gold,46.17,0,very_negative,2,0,api_client,Unknown,2023,3,March
TCKT_087895,2023-07-05 13:20:27,CUST_01997,education,web_form,api_integration,billing_problem,medium,resolved,standard,10.75,0,negative,2,1,web,APAC,2023,7,July
TCKT_026304,2023-07-04 09:59:34,CUST_04764,individual,chat,billing,feature_request,low,open,standard,29.91,0,neutral,0,1,web,APAC,2023,7,July
TCKT_067404,2024-11-12 10:25:29,CUST_07169,non_profit,phone_transcript,login_auth,feature_request,high,in_progress,standard,29.91,0,neutral,3,0,desktop_app,APAC,2024,11,November
TCKT_098085,2022-10-15 12:58:09,CUST_03262,small_business,web_form,data_export,bug,medium,in_progress,standard,29.91,0,positive,0,0,web,Unknown,2022,10,October
TCKT_095602,2024-03-20 20:06:32,CUST_08822,enterprise,chat,login_auth,performance,medium,open,gold,29.91,0,neutral,4,0,android,MEA,2024,3,March
TCKT_005020,2023-01-10 13:53:33,CUST_09526,small_business,chat,data_export,account_access,medium,closed_no_action,standard,67.01,0,negative,2,0,api_client,LATAM,2023,1,January
TCKT_005224,2022-11-03 19:59:11,CUST_07666,individual,in_app,mobile_app,how_to,low,resolved,gold,54.9,0,negative,2,0,ios,LATAM,2022,11,November
TCKT_015781,2025-11-28 12:52:21,CUST_07019,small_business,phone_transcript,notifications,performance,medium,on_hold,standard,29.91,0,neutral,0,0,android,MEA,2025,11,November
TCKT_045557,2022-08-25 11:10:08,CUST_04692,enterprise,email,api_integration,account_access,high,on_hold,standard,29.91,0,neutral,4,1,android,Unknown,2022,8,August
TCKT_012897,2024-11-18 02:01:05,CUST_07181,individual,phone_transcript,mobile_app,how_to,medium,closed_no_action,standard,168.81,0,positive,5,1,ios,Unknown,2024,11,November
TCKT_034305,2024-12-04 17:43:24,CUST_06218,non_profit,chat,analytics_dashboard,security_concern,high,resolved,standard,20.76,0,negative,2,1,desktop_app,EU,2024,12,December
TCKT_093323,2022-09-19 00:37:31,CUST_05975,non_profit,phone_transcript,mobile_app,performance,low,resolved,standard,52.57,0,neutral,0,0,android,Unknown,2022,9,September
TCKT_005325,2024-04-26 10:13:41,CUST_03943,non_profit,email,api_integration,how_to,low,resolved,standard,25.67,0,neutral,0,0,desktop_app,APAC,2024,4,April
TCKT_052926,2024-08-08 01:08:44,CUST_04762,enterprise,email,analytics_dashboard,security_concern,medium,in_progress,gold,29.91,0,neutral,0,0,ios,APAC,2024,8,August
TCKT_062865,2024-11-30 16:25:21,CUST_06186,non_profit,phone_transcript,mobile_app,bug,low,closed_no_action,gold,220.5,0,negative,0,0,web,MEA,2024,11,November
TCKT_008019,2022-04-17 13:32:02,CUST_06495,individual,phone_transcript,api_integration,billing_problem,low,in_progress,standard,29.91,0,very_negative,0,0,desktop_app,MEA,2022,4,April
TCKT_082945,2025-06-15 05:42:28,CUST_03719,non_profit,email,analytics_dashboard,performance,low,in_progress,gold,29.91,0,neutral,3,0,ios,APAC,2025,6,June
TCKT_090377,2025-10-09 11:44:50,CUST_00650,individual,phone_transcript,data_export,billing_problem,high,in_progress,standard,29.91,0,negative,2,0,web,APAC,2025,10,October
TCKT_041721,2024-07-06 11:38:06,CUST_07240,non_profit,web_form,analytics_dashboard,feature_request,low,closed_no_action,platinum,234.14,0,positive,5,0,api_client,Unknown,2024,7,July
TCKT_000867,2022-08-20 13:07:05,CUST_03186,individual,web_form,data_export,account_access,high,in_progress,gold,29.91,0,neutral,0,0,ios,Unknown,2022,8,August
TCKT_098444,2024-10-02 16:28:49,CUST_02431,individual,web_form,billing,how_to,medium,resolved,standard,10.23,0,very_negative,2,1,ios,Unknown,2024,10,October
TCKT_083040,2023-04-12 10:12:01,CUST_06722,small_business,in_app,notifications,account_access,medium,in_progress,standard,29.91,0,very_negative,0,0,desktop_app,MEA,2023,4,April
TCKT_013925,2023-09-23 04:56:45,CUST_03027,small_business,email,mobile_app,security_concern,low,closed_no_action,standard,202.19,0,positive,4,0,web,MEA,2023,9,September
TCKT_079893,2024-05-30 12:02:09,CUST_06160,education,phone_transcript,notifications,billing_problem,medium,in_progress,standard,29.91,0,very_negative,2,0,ios,MEA,2024,5,May
TCKT_031184,2022-10-13 01:48:55,CUST_07934,individual,email,login_auth,how_to,low,closed_no_action,gold,92.51,0,negative,3,0,web,MEA,2022,10,October
TCKT_013800,2022-06-17 06:09:16,CUST_01878,education,phone_transcript,mobile_app,account_access,low,in_progress,gold,29.91,0,negative,3,1,web,EU,2022,6,June
TCKT_040989,2023-11-23 20:52:32,CUST_00268,enterprise,email,mobile_app,security_concern,low,resolved,standard,14.25,0,neutral,3,0,android,Unknown,2023,11,November
TCKT_066734,2024-10-29 02:42:29,CUST_04579,small_business,web_form,billing,billing_problem,medium,closed_no_action,platinum,47.75,0,neutral,3,0,api_client,EU,2024,10,October
TCKT_078331,2023-03-04 15:50:47,CUST_00658,education,in_app,billing,security_concern,low,resolved,platinum,35.32,0,negative,3,1,api_client,Unknown,2023,3,March
TCKT_024379,2023-10-13 22:00:05,CUST_04464,education,chat,notifications,security_concern,low,resolved,gold,8.57,0,negative,2,0,desktop_app,MEA,2023,10,October
TCKT_023415,2025-08-07 00:03:27,CUST_02748,enterprise,in_app,notifications,feature_request,high,resolved,gold,18.12,0,very_positive,0,0,android,Unknown,2025,8,August
